TDS,Turbidity,pH,Temperature,Humidity,Result
430.4,60.24,3.6,52.45,71.72,Medium
380.82,83.38,5.73,3.72,60.64,Medium
108.15,76.1,3.75,59.32,19.19,Medium
166.34,34.85,6.56,58.24,65.35,Medium
185.49,45.4,3.35,7.26,85.53,Medium
307.52,41.96,2.48,32.76,18.08,Medium
481.25,67.99,6.01,5.05,90.4,Medium
351.94,42.62,0.22,38.48,11.1,Medium
333.58,47.99,0.94,80.58,40.42,Medium
431.91,11.0,3.31,62.02,51.29,Medium
408.43,40.47,2.17,35.38,21.64,Medium
361.03,40.69,0.89,26.38,48.86,Medium
263.57,47.25,7.83,42.21,45.92,Medium
156.0,45.08,5.28,50.8,68.02,Medium
156.34,67.35,4.29,86.95,57.46,Medium
315.61,46.49,0.77,74.88,4.13,Medium
139.06,71.85,1.13,54.05,44.68,Medium
155.35,53.26,5.28,39.54,68.36,Medium
18.76,31.26,7.1,10.87,43.85,Medium
192.64,35.63,0.91,55.61,9.4,Medium
366.58,57.0,7.95,67.42,12.79,Medium
19.82,3.72,4.08,89.72,88.1,Medium
221.25,31.99,4.84,79.59,44.03,Medium
123.29,24.88,3.99,74.7,53.77,Medium
159.08,48.37,3.64,17.17,89.52,Medium
239.73,67.92,5.13,39.16,37.46,Medium
456.32,87.98,6.62,4.49,76.29,Medium
110.48,42.73,5.16,98.56,49.33,Medium
10.37,46.27,3.13,26.24,27.87,Medium
20.69,9.91,7.55,48.26,75.46,Medium
300.25,10.56,5.74,12.72,70.53,Medium
444.88,19.85,7.69,65.86,1.55,Medium
193.31,63.63,0.62,34.55,28.84,Medium
8.27,75.52,7.03,34.95,64.67,Medium
307.44,58.82,1.0,29.18,38.77,Medium
406.27,36.67,2.83,64.99,79.05,Medium
436.54,85.69,2.86,2.36,42.13,Medium
152.03,90.79,0.61,0.4,4.0,Medium
25.33,46.32,6.08,20.85,46.61,Medium
255.46,25.04,4.68,21.68,79.53,Medium
147.01,45.62,5.19,56.27,74.89,Medium
385.78,89.0,5.09,25.33,4.69,Medium
199.41,93.33,4.25,99.73,96.12,Medium
269.11,96.54,4.65,74.72,65.69,Medium
225.24,58.6,7.58,51.82,75.38,Medium
417.52,43.58,4.42,38.41,55.82,Medium
215.36,15.21,3.5,27.02,10.18,Medium
106.11,41.88,0.1,63.11,93.87,Medium
25.0,96.11,5.91,63.74,49.26,Medium
229.1,11.65,6.38,34.6,85.31,Medium
268.77,84.76,1.29,21.09,56.01,Medium
491.2,68.55,5.92,95.31,59.56,Medium
286.15,15.25,5.62,20.86,2.66,Medium
453.69,65.37,5.03,85.86,86.92,Medium
355.05,72.04,4.16,71.86,50.43,Medium
428.96,41.99,2.06,36.89,7.68,Medium
299.97,7.96,0.77,94.53,88.05,Medium
89.6,70.93,3.99,54.02,31.05,Medium
366.33,87.21,7.75,90.37,30.24,Medium
118.48,74.12,7.08,53.42,97.84,Medium
351.69,31.26,0.24,7.51,60.21,Medium
44.51,58.66,3.06,82.98,83.27,Medium
207.66,52.85,6.67,82.72,44.59,Medium
351.25,70.3,0.41,37.7,86.26,Medium
36.94,36.11,1.59,37.58,16.18,Medium
92.26,40.55,7.91,91.93,25.06,Medium
384.6,29.74,2.32,68.04,15.21,Medium
196.27,72.08,7.04,38.93,56.69,Medium
184.75,4.88,7.5,45.6,38.93,Medium
160.01,76.64,7.51,53.05,39.5,Medium
42.44,59.7,3.67,96.87,75.7,Medium
114.73,94.44,3.12,46.76,66.92,Medium
469.63,77.06,3.78,35.61,93.64,Medium
261.86,21.98,4.48,77.06,7.57,Medium
20.53,44.45,7.1,34.24,98.7,Medium
262.79,82.76,1.3,64.71,38.92,Medium
382.05,45.92,1.37,70.02,33.55,Medium
221.81,83.56,2.75,17.64,56.4,Medium
421.31,95.51,0.73,22.54,73.82,Low
8.89,90.21,1.18,36.54,69.04,Medium
177.12,15.82,1.17,99.57,6.78,Medium
438.87,28.67,6.0,91.48,0.41,Medium
135.57,1.44,4.03,24.25,10.11,Low
478.03,21.22,1.81,30.67,28.95,Medium
295.98,51.35,6.63,27.76,73.26,Medium
440.15,66.05,6.86,61.69,18.35,Medium
425.21,30.42,1.9,23.97,53.36,Medium
317.24,48.81,4.09,17.61,43.63,Medium
490.59,81.44,6.97,47.85,67.65,Medium
274.18,7.55,3.35,90.0,21.71,Medium
109.56,86.72,2.08,19.82,71.87,Medium
80.14,86.21,3.77,50.5,65.63,Medium
159.14,70.31,5.79,95.84,48.54,Medium
184.66,75.68,5.48,70.68,42.49,Medium
358.76,94.86,4.1,96.39,94.76,Medium
341.71,65.78,6.28,67.27,52.54,Medium
171.59,49.6,5.47,45.59,47.73,Medium
259.56,71.69,4.83,43.07,90.0,Medium
308.67,66.13,0.76,44.4,54.24,Medium
202.45,18.35,2.8,53.07,43.85,Medium
91.63,26.46,6.99,25.11,8.46,Medium
495.63,16.54,2.84,24.54,39.42,Medium
362.13,60.94,3.38,24.09,87.52,Medium
189.98,23.52,7.62,59.93,44.89,Medium
410.61,22.73,1.93,0.54,33.29,Medium
119.25,27.19,5.98,95.91,75.73,Medium
410.67,18.64,1.96,27.57,25.32,Medium
70.37,53.9,2.97,32.24,55.93,Medium
172.04,86.02,5.94,68.89,6.01,Medium
306.83,37.47,4.22,57.62,15.37,Medium
244.85,82.73,5.43,76.52,64.06,Medium
335.91,34.57,7.08,39.89,77.16,Medium
460.72,10.79,3.61,0.09,75.29,Medium
245.81,75.7,4.91,60.83,83.18,Medium
104.31,68.59,2.45,12.61,86.87,Medium
29.05,14.8,7.56,95.09,18.75,Medium
67.16,93.2,0.71,41.46,60.27,Medium
428.66,31.24,5.8,59.65,33.16,Medium
70.42,5.82,0.5,72.64,99.38,Medium
191.95,90.92,5.02,96.84,84.5,Medium
181.75,14.65,4.91,22.1,53.65,Medium
255.7,94.0,3.38,79.17,61.21,Medium
33.35,94.39,6.91,23.55,52.16,Low
393.12,92.03,8.0,99.2,30.3,Medium
340.5,4.67,3.8,21.95,55.84,Medium
223.98,38.54,2.46,11.39,9.56,Medium
105.81,30.83,6.58,98.57,41.63,Medium
335.62,93.76,1.49,70.06,13.61,Medium
425.51,66.04,7.62,9.59,59.41,Medium
297.56,32.83,7.65,65.61,23.25,Medium
252.04,64.45,1.3,9.83,21.15,Medium
426.36,68.73,7.07,4.34,40.61,Medium
498.24,48.31,4.66,67.73,23.95,Medium
486.98,64.56,5.2,66.61,90.89,Medium
72.42,33.89,0.47,23.6,87.41,Medium
28.52,1.73,1.96,0.7,12.72,Medium
365.35,22.24,2.01,8.5,47.13,Medium
416.48,74.11,0.11,51.7,9.79,Medium
304.41,22.63,0.09,67.1,73.73,Medium
347.86,97.27,5.7,64.56,51.0,Medium
83.74,80.45,3.16,5.58,81.87,Medium
406.07,28.66,2.25,61.03,64.63,Medium
221.23,21.44,0.51,91.69,63.33,Medium
207.47,82.68,1.65,18.55,3.8,Medium
176.73,3.49,7.34,5.73,65.53,Medium
129.96,37.78,7.31,19.08,58.02,Medium
151.35,28.87,7.31,34.97,18.65,Medium
65.69,10.53,2.92,22.2,84.55,Medium
148.88,5.77,3.52,94.01,81.9,Medium
379.45,95.83,6.22,55.39,15.81,Medium
194.25,81.79,0.45,91.4,36.72,Medium
413.33,58.67,2.43,15.98,96.15,Medium
325.77,40.04,4.95,66.11,66.38,Medium
99.34,20.73,6.92,13.4,51.37,Medium
207.16,28.5,7.38,5.39,61.61,Medium
422.72,4.83,2.13,48.75,36.21,Medium
171.84,8.65,1.76,40.06,8.03,Medium
198.95,12.51,1.9,36.18,43.51,Medium
449.83,81.66,0.34,58.66,8.18,Medium
305.82,91.39,7.38,43.76,1.05,Medium
159.94,11.07,2.72,21.6,64.47,Medium
262.83,58.79,0.29,34.89,26.77,Medium
16.66,32.5,6.26,1.09,46.87,Medium
477.4,19.28,7.81,54.41,76.64,Medium
202.43,56.85,5.92,11.25,13.78,Medium
124.82,40.25,0.15,99.51,34.4,Medium
396.82,4.67,2.14,8.2,58.55,Medium
226.39,72.96,0.7,83.75,34.27,Medium
22.05,32.7,3.27,74.91,53.55,Medium
49.9,18.45,7.32,32.93,79.16,Medium
298.85,84.08,4.8,21.78,51.5,Medium
98.67,15.72,1.35,15.44,91.24,Medium
405.7,32.69,3.81,95.28,43.92,Medium
423.56,77.9,3.98,1.86,30.63,Medium
371.41,69.79,0.12,7.88,72.65,Medium
32.81,40.35,2.61,85.35,59.43,Medium
390.39,93.61,7.88,31.55,90.21,Medium
123.59,52.11,0.21,54.03,65.62,Medium
321.09,22.72,1.24,45.44,27.42,Medium
155.55,78.46,6.48,12.35,98.68,Medium
361.11,21.13,6.8,66.81,61.83,Medium
95.75,68.98,5.95,6.71,62.88,Medium
38.8,62.45,2.63,25.68,67.08,Low
2.54,37.9,4.16,91.63,46.04,Medium
250.83,75.79,7.92,76.23,42.67,Medium
107.0,98.67,5.38,56.26,43.64,Medium
82.17,17.73,4.03,71.82,78.1,Medium
337.39,86.92,4.8,65.87,4.08,Medium
81.18,97.0,3.7,90.81,54.03,Medium
7.32,36.79,0.86,17.73,20.73,Medium
105.79,79.31,1.09,28.57,39.7,Low
25.19,65.64,1.75,30.42,33.06,Medium
485.5,16.66,3.66,51.38,52.26,Medium
40.72,50.73,5.41,92.25,24.83,Medium
407.22,12.85,6.95,95.89,23.67,Medium
195.9,97.29,0.84,70.95,52.25,Medium
177.59,16.54,1.38,88.38,18.49,Medium
90.71,18.97,5.68,36.74,71.5,Medium
87.77,49.14,0.51,85.37,65.17,Medium
177.01,82.13,6.28,84.75,6.32,Medium
370.54,62.94,1.63,34.81,92.76,Medium
127.2,52.74,0.84,15.12,86.11,Medium
133.84,80.02,5.99,49.06,37.3,Medium
311.3,72.89,1.77,10.97,99.01,Medium
183.21,53.01,1.88,29.29,83.51,Low
452.63,82.38,0.21,67.1,74.59,Medium
302.71,84.53,3.01,45.9,40.07,Medium
357.2,95.25,7.12,52.31,87.54,Medium
78.23,70.79,4.16,75.87,87.11,Medium
466.89,24.02,3.84,61.15,37.92,Medium
326.36,21.54,7.5,66.1,40.11,Medium
196.46,21.92,6.07,9.48,98.1,Medium
121.36,7.32,1.68,9.81,82.49,Medium
404.92,1.05,5.48,64.65,19.51,Medium
206.21,91.26,2.15,63.66,74.64,Medium
470.29,23.91,1.78,9.3,35.38,Medium
225.61,15.6,2.68,63.5,4.11,Medium
431.94,75.73,6.95,66.28,25.23,Medium
196.76,78.76,7.15,83.3,39.85,Medium
201.58,78.09,0.6,78.02,45.83,Medium
464.06,98.44,1.16,25.06,12.47,Low
42.85,6.19,3.49,34.62,79.68,Medium
169.77,8.33,5.61,0.84,19.7,Medium
161.92,2.4,2.06,85.74,73.55,Medium
378.84,64.04,5.43,22.61,23.65,Medium
23.63,9.41,1.78,83.4,99.28,Medium
200.4,19.89,1.86,0.41,67.51,Medium
227.18,48.02,0.8,67.62,5.5,Medium
199.26,8.55,4.96,68.0,13.07,Medium
467.82,24.38,3.27,29.91,20.77,Medium
422.13,42.5,3.01,71.68,37.92,Medium
251.11,80.17,4.94,21.61,34.17,Medium
494.88,23.22,3.61,17.15,73.4,Medium
238.7,0.81,3.35,0.65,23.66,Medium
190.74,34.76,7.2,22.29,46.98,Medium
319.15,59.27,6.81,74.69,20.61,Medium
311.01,65.74,2.36,30.31,18.66,Medium
145.81,15.41,1.67,89.22,69.1,Medium
424.06,19.21,3.1,13.3,15.55,Medium
126.64,82.55,2.7,69.78,36.81,Medium
394.94,87.82,1.04,80.35,94.4,Medium
152.42,29.65,5.34,49.93,33.42,Medium
267.09,49.3,2.85,37.93,47.87,Medium
444.75,7.56,3.22,71.4,36.11,Medium
89.3,29.04,4.07,49.78,11.65,Medium
432.07,20.15,4.48,26.89,93.72,Medium
159.34,47.39,5.78,59.15,31.2,Medium
96.81,9.13,3.69,36.47,72.19,Medium
196.28,31.3,4.97,1.8,9.87,Medium
278.12,48.66,0.39,61.85,70.08,Medium
439.72,56.18,5.76,87.82,56.76,Medium
466.16,19.77,2.08,62.71,49.25,Medium
418.87,3.86,0.71,78.91,63.35,Medium
211.2,22.37,7.78,49.28,26.62,Medium
367.65,35.4,7.38,40.13,90.59,Medium
270.0,75.18,7.56,4.0,54.06,Medium
169.81,35.74,4.12,84.72,30.8,Medium
51.84,16.43,0.42,48.85,69.73,Medium
66.61,79.02,5.18,63.57,12.51,Medium
59.4,35.06,1.0,37.13,29.83,Medium
245.76,46.46,2.6,80.38,52.32,Medium
212.78,47.07,3.76,1.74,84.34,Medium
231.31,92.93,2.49,78.67,84.69,Medium
239.3,56.86,6.72,64.81,50.85,Medium
59.03,91.67,2.27,68.83,99.85,Medium
223.92,20.11,0.49,76.74,28.54,Medium
44.73,73.2,5.67,29.12,83.22,Low
144.1,32.52,6.6,34.35,10.77,Medium
6.28,27.4,7.39,18.34,54.71,Medium
116.46,23.79,1.89,56.53,65.47,Medium
355.49,45.81,1.75,70.56,69.62,Medium
170.08,50.88,1.9,86.82,74.56,Medium
314.55,90.83,1.62,69.11,1.13,Medium
81.17,79.31,4.99,11.17,31.5,Medium
8.64,77.71,6.74,62.04,26.88,Medium
163.32,35.76,7.36,32.21,2.16,Medium
44.43,37.67,2.32,90.18,46.99,Medium
59.21,49.88,5.11,98.99,34.68,Medium
476.72,63.58,6.67,94.5,34.04,Medium
50.55,19.99,7.45,60.06,29.13,Medium
390.77,71.65,6.8,29.65,18.94,Medium
443.3,61.92,6.83,61.52,57.72,Medium
93.02,46.02,7.02,87.9,68.53,Medium
148.6,32.48,6.13,28.16,22.31,Medium
177.04,53.91,3.61,52.53,53.06,Medium
360.52,54.51,0.45,16.6,79.89,Medium
185.22,73.19,7.87,44.43,70.58,Medium
90.98,14.98,0.73,26.6,19.19,Medium
281.51,10.41,4.62,80.66,23.74,Medium
275.73,13.92,5.36,66.08,36.28,Medium
121.28,23.31,1.62,38.36,67.42,Medium
300.12,79.41,0.5,6.44,98.31,Medium
102.33,96.75,2.0,65.47,82.13,Medium
296.33,26.35,0.6,99.12,57.62,Medium
490.7,66.86,6.05,0.67,83.78,Medium
118.88,65.55,6.89,94.12,18.64,Medium
130.16,50.48,4.43,31.88,93.03,Medium
287.5,86.35,3.43,36.11,3.53,Medium
472.75,49.16,3.15,35.91,72.06,Medium
353.66,20.95,5.42,77.65,29.07,Medium
158.65,34.06,1.18,20.89,64.21,Medium
389.87,44.72,0.85,27.57,59.6,Medium
219.88,50.85,5.15,40.84,79.4,Medium
268.6,69.86,0.73,59.92,20.44,Medium
436.54,82.48,2.56,31.55,5.58,Medium
3.58,68.47,4.04,38.6,86.91,Medium
384.11,94.62,5.66,94.2,19.43,Medium
108.33,4.24,5.12,47.87,31.6,Medium
72.98,17.98,2.05,26.42,74.21,Medium
27.61,62.9,3.07,12.91,54.67,Medium
169.99,23.77,3.83,30.99,1.05,Medium
186.04,9.87,4.0,72.55,86.21,Medium
236.85,47.91,5.31,74.35,18.82,Medium
257.49,14.2,3.19,48.29,15.4,Medium
89.98,96.73,3.22,46.78,20.47,Medium
351.65,23.1,1.23,59.05,54.25,Medium
466.35,79.01,3.65,18.45,93.94,Medium
466.21,57.65,2.22,55.54,59.72,Medium
220.36,87.11,6.72,44.12,45.24,Medium
295.96,91.61,3.47,10.74,24.61,Medium
114.97,99.52,7.43,29.69,43.05,Low
398.43,96.08,6.86,0.77,44.33,Medium
218.46,22.62,3.56,57.94,71.89,Medium
200.82,64.83,3.36,10.33,96.35,Medium
376.56,40.14,7.71,88.47,82.37,Medium
485.17,56.4,1.4,67.99,81.04,Medium
123.6,3.26,6.18,16.96,65.24,Medium
275.47,12.36,2.94,42.63,70.63,Medium
409.16,98.32,7.82,98.61,32.86,Medium
266.88,37.19,4.66,37.95,8.19,Medium
343.62,62.44,6.69,46.41,75.03,Medium
89.57,8.57,0.46,9.12,69.24,Medium
446.59,55.05,3.86,93.75,56.06,Medium
146.11,30.19,7.43,65.6,38.98,Medium
68.24,66.96,0.83,28.63,10.73,Low
60.3,60.55,7.64,64.6,16.81,Medium
97.55,6.45,5.2,37.34,73.73,Medium
309.99,38.47,5.12,97.5,32.3,Medium
469.32,60.01,1.72,30.17,55.01,Medium
267.9,84.12,7.19,48.62,36.9,Medium
482.93,92.64,2.4,91.4,74.76,Medium
234.73,96.99,1.63,32.31,25.45,Medium
426.88,68.75,7.58,84.5,18.24,Medium
32.37,19.91,5.35,85.25,75.14,Medium
300.23,66.14,2.63,81.02,27.74,Medium
221.38,66.99,4.46,7.52,22.85,Medium
229.02,24.72,5.54,36.45,67.66,Medium
156.32,53.21,6.76,25.55,65.39,Low
16.43,73.36,0.24,27.67,45.14,Low
372.54,48.27,1.54,35.49,2.65,Medium
151.15,88.66,2.6,4.19,44.07,Medium
273.91,55.06,3.25,59.91,20.57,Medium
8.58,23.08,3.45,25.13,16.56,Medium
174.88,55.81,4.98,70.22,83.3,Medium
423.9,85.34,5.14,71.11,98.23,Medium
121.14,13.17,1.84,69.79,44.46,Medium
269.01,12.15,4.03,72.46,9.11,Medium
23.31,95.11,1.01,22.5,5.14,Low
142.13,20.13,3.38,22.54,88.66,Medium
409.59,32.3,5.66,15.29,74.11,Medium
284.43,81.67,3.73,57.56,55.27,Medium
35.42,87.45,0.39,8.18,30.45,Medium
190.17,99.3,6.12,59.28,45.45,Medium
488.69,44.15,7.48,88.08,98.53,Medium
410.78,42.51,5.78,82.32,45.62,Medium
246.44,21.52,6.24,31.17,73.89,Medium
29.46,10.55,0.96,27.13,52.55,Medium
217.35,74.25,2.03,53.22,1.25,Medium
475.36,18.69,4.28,70.76,83.5,Medium
344.49,34.54,3.83,29.88,64.45,Medium
240.78,43.51,0.31,73.57,10.64,Medium
430.98,94.3,7.69,61.64,62.17,Medium
190.69,12.35,3.86,79.91,39.1,Medium
199.66,91.11,4.56,31.9,79.18,Medium
71.35,16.14,2.56,3.44,75.38,Medium
135.48,36.07,2.8,52.48,64.07,Medium
233.31,9.61,3.48,78.64,91.81,Medium
488.38,28.69,6.82,28.56,20.48,Medium
299.13,7.73,7.42,47.16,61.02,Medium
102.22,10.01,2.45,9.73,15.95,Medium
257.19,16.59,1.16,64.31,72.14,Medium
105.96,19.03,2.91,49.05,18.46,Medium
138.45,64.86,0.89,71.69,10.25,Medium
241.99,49.89,1.29,67.5,82.59,Medium
411.95,75.25,4.51,41.49,94.11,Medium
369.81,34.66,7.07,25.84,4.8,Medium
476.8,65.61,4.19,15.82,44.75,Medium
295.16,60.19,4.75,13.77,59.26,Medium
418.81,52.57,1.76,24.58,46.91,Low
367.77,23.13,0.42,40.84,59.87,Medium
11.21,22.11,4.56,33.58,82.68,Medium
327.29,72.01,3.2,3.44,25.97,Medium
186.05,59.71,7.49,63.21,13.39,Medium
138.59,31.07,3.05,14.51,92.55,Medium
52.15,22.85,5.06,1.7,9.27,Medium
270.83,42.84,3.66,63.12,25.59,Medium
107.91,51.16,3.44,7.67,27.64,Medium
223.12,52.03,7.82,12.58,23.64,Medium
498.3,81.62,6.45,28.11,5.21,Medium
166.31,8.97,6.56,33.46,28.03,Medium
445.74,90.25,6.68,99.18,62.67,Medium
161.41,2.7,1.15,0.59,97.17,Medium
439.68,63.68,7.46,69.64,31.47,Medium
16.01,71.1,1.97,74.4,96.56,Medium
484.04,87.23,6.77,75.37,83.96,Medium
410.73,28.65,5.16,32.1,0.14,Medium
242.55,75.22,2.94,81.9,2.72,Medium
234.74,35.81,2.72,72.6,60.96,Medium
419.42,70.64,5.18,68.81,35.62,Medium
491.61,94.04,3.8,95.3,52.3,Medium
459.59,13.96,6.35,40.82,35.94,Medium
75.53,91.79,1.15,79.91,62.03,Medium
419.8,67.51,7.43,80.32,89.05,Medium
458.17,66.22,7.31,50.05,67.46,Medium
298.11,91.61,6.74,26.32,57.94,Medium
239.81,74.96,7.26,39.44,55.71,Medium
196.62,38.84,3.96,8.97,54.08,Medium
21.61,53.79,1.23,21.8,88.68,Low
224.18,46.54,7.71,46.4,21.01,Medium
449.95,79.28,7.88,77.98,42.26,Medium
359.33,40.55,1.42,70.47,39.89,Medium
40.01,88.98,0.04,13.74,32.18,Medium
208.52,26.74,0.39,17.44,40.19,Medium
332.85,70.02,4.84,3.54,84.33,Medium
16.17,28.17,3.69,0.32,3.32,Medium
67.18,9.07,0.12,22.88,21.9,Low
56.72,14.29,0.43,39.7,16.87,Medium
302.77,47.95,1.93,65.06,26.29,Medium
262.53,69.49,4.3,25.9,96.52,Medium
98.83,85.88,5.69,27.01,91.24,Low
350.42,66.81,6.09,81.69,77.08,Medium
100.97,4.92,3.49,29.34,84.98,Low
95.94,25.56,2.3,56.06,70.82,Medium
152.92,76.11,5.97,37.02,80.89,Medium
241.36,85.56,7.05,45.86,96.01,Medium
194.35,19.97,0.9,58.2,46.51,Medium
430.98,93.41,7.64,15.75,61.04,Medium
400.38,81.27,2.38,52.95,94.86,Medium
15.72,91.32,0.81,69.29,32.23,Medium
40.42,0.17,6.54,69.72,46.35,Medium
447.62,69.22,0.2,20.13,36.47,Low
141.78,41.18,2.52,2.64,38.41,Medium
196.91,60.09,0.92,70.57,12.44,Medium
365.48,31.27,7.04,92.25,53.55,Medium
152.5,51.97,7.47,75.54,56.32,Medium
496.89,76.33,0.57,94.5,48.47,Medium
164.98,28.51,0.38,15.93,60.69,Medium
466.07,75.94,3.37,68.78,19.84,Medium
80.69,31.03,4.37,92.38,8.52,Medium
365.81,72.6,5.03,81.94,19.53,Medium
165.55,60.12,5.39,26.15,3.11,Low
185.76,21.6,3.27,23.77,57.04,Medium
345.5,53.0,5.93,54.89,9.64,Medium
134.74,93.85,4.16,4.64,76.01,Medium
499.46,95.01,7.56,97.87,22.72,Medium
424.67,66.62,6.08,41.83,0.78,Medium
43.91,12.9,1.45,67.64,78.18,Medium
296.51,54.44,2.85,48.73,26.62,Medium
434.18,14.13,6.67,75.55,43.26,Medium
396.2,24.51,7.36,33.43,18.43,Medium
211.75,69.1,1.85,15.6,3.84,Medium
450.48,80.76,2.83,67.76,47.32,Medium
101.19,32.59,4.43,17.39,44.78,Medium
185.18,3.51,4.12,19.4,98.79,Medium
275.92,46.88,4.53,0.91,70.45,Medium
29.81,37.45,2.35,93.61,78.53,Medium
102.42,92.63,0.4,21.65,9.98,Low
123.13,87.55,2.58,80.08,41.29,Medium
347.43,27.46,3.57,66.15,29.47,Medium
33.62,39.13,1.14,60.61,38.69,Medium
452.55,82.93,0.89,58.22,98.71,Medium
477.22,21.12,2.24,26.51,40.58,Medium
187.84,54.51,6.63,57.84,93.98,Medium
159.73,31.89,3.24,56.13,39.79,Medium
308.43,33.04,3.14,33.86,74.92,Medium
153.7,10.48,1.51,28.53,75.17,Medium
351.52,1.12,4.43,42.62,67.1,Medium
110.42,2.77,3.81,6.4,60.8,Medium
358.39,46.72,4.61,51.99,5.72,Medium
158.76,33.93,7.7,61.12,21.41,Medium
35.55,14.64,0.57,11.87,61.34,Medium
44.97,34.7,6.51,52.42,15.05,Medium
304.93,47.8,7.49,22.16,7.5,Medium
353.49,3.6,7.69,17.78,66.74,Medium
79.87,35.47,2.4,63.88,65.98,Medium
67.69,98.47,4.84,45.78,48.2,Medium
171.72,36.08,0.04,37.48,47.07,Medium
322.78,56.58,0.13,74.9,0.17,Medium
475.24,23.71,7.29,48.78,12.13,Medium
474.16,41.43,3.64,93.51,44.35,Medium
383.86,68.16,2.54,78.51,30.16,Medium
491.12,34.75,5.14,45.93,93.25,Medium
359.68,86.46,5.4,31.34,30.47,Medium
267.2,9.32,7.95,40.39,88.03,Medium
113.33,88.63,6.55,8.88,33.32,Medium
274.37,60.73,3.31,12.38,9.93,Medium
188.28,0.77,5.83,71.08,36.91,Medium
325.85,31.56,7.88,91.85,32.04,Medium
111.34,62.16,2.88,8.01,47.54,Medium
0.21,18.7,7.21,30.37,55.35,Medium
129.34,51.45,0.67,80.56,14.77,Medium
97.59,78.33,3.72,15.31,97.18,Medium
98.84,26.05,5.32,48.87,87.68,Medium
442.04,69.28,1.25,75.81,2.52,Medium
419.22,84.52,0.9,4.47,15.4,Medium
133.66,45.0,2.39,40.83,18.07,Medium
157.0,50.82,5.32,54.72,33.26,Medium
229.55,49.3,0.46,41.34,82.55,Medium
99.94,7.22,6.25,38.01,99.3,Medium
480.79,39.77,3.97,9.29,78.04,Medium
19.74,43.13,7.98,98.89,72.37,Medium
268.86,48.63,1.31,66.36,66.56,Medium
300.48,49.3,7.23,84.54,58.76,Medium
149.12,94.52,3.64,60.55,21.59,Medium
471.07,50.16,0.54,48.66,14.87,Medium
236.63,61.81,2.76,39.0,43.35,Medium
394.61,44.16,3.14,20.69,33.21,Medium
339.98,51.02,0.23,54.01,53.04,Medium
472.63,62.11,6.66,69.79,39.31,Medium
440.25,19.32,1.19,44.77,52.9,Medium
233.52,12.45,6.36,0.09,64.6,Medium
401.76,3.84,5.7,46.16,3.65,Medium
81.3,81.4,7.04,87.65,69.01,Medium
322.52,21.42,3.64,78.88,57.01,Medium
105.9,85.7,2.41,62.43,5.17,Medium
483.15,56.58,2.52,90.94,86.69,Medium
25.8,42.89,2.85,4.26,47.01,Medium
472.46,12.12,6.35,87.4,39.74,Medium
28.15,21.19,2.21,52.28,38.78,Medium
91.42,92.92,5.76,97.37,45.27,Medium
46.79,81.64,4.84,61.84,23.14,Medium
75.43,82.36,1.43,75.24,33.5,Medium
317.16,1.76,4.39,78.59,96.98,Medium
124.25,80.38,2.57,32.69,34.88,Medium
425.54,77.95,5.7,6.67,71.49,Medium
320.2,24.87,7.14,9.43,70.21,Medium
171.76,42.85,7.02,43.31,86.9,Medium
380.37,44.1,0.12,18.58,47.75,Medium
349.14,61.84,6.84,25.47,39.21,Medium
266.56,47.58,3.45,52.59,82.27,Medium
455.28,22.48,6.07,83.54,69.13,Medium
185.67,19.52,2.04,86.58,75.34,Medium
320.89,59.21,1.7,0.52,1.24,Medium
482.02,40.23,7.59,33.36,4.42,Medium
474.92,51.83,6.47,61.46,91.46,Medium
237.74,98.06,3.39,97.52,14.0,Medium
49.71,59.15,3.84,41.14,12.6,Medium
144.34,46.55,7.15,84.23,97.29,Medium
131.16,65.82,6.28,45.24,64.3,Medium
124.4,81.72,4.81,17.39,74.92,Medium
154.25,25.67,4.42,23.56,84.68,Medium
361.14,51.47,3.45,84.22,74.79,Medium
161.81,12.87,7.28,37.04,15.41,Medium
82.75,80.19,4.25,5.16,15.72,Medium
280.61,4.91,6.14,27.28,49.23,Medium
336.59,0.66,1.13,44.16,27.82,Medium
102.16,67.1,7.89,42.89,13.89,Medium
306.23,47.97,6.92,82.05,3.32,Medium
157.24,37.96,1.98,36.5,13.48,Medium
276.07,18.27,0.96,39.69,41.93,Medium
201.7,47.35,3.77,95.13,48.57,Medium
342.26,20.16,7.44,95.56,16.66,Medium
391.7,54.67,1.98,29.01,4.43,Medium
198.13,65.37,0.05,27.89,26.06,Low
369.3,48.07,7.78,9.51,55.51,Medium
181.16,3.03,2.02,32.98,26.8,Medium
353.51,66.42,4.2,23.07,17.59,Medium
241.18,27.37,3.55,99.32,90.16,Medium
482.16,39.05,6.24,77.73,88.03,Medium
216.54,74.18,2.49,14.8,59.76,Medium
244.8,5.59,5.32,99.13,77.32,Medium
173.19,37.6,4.62,18.39,67.45,Medium
306.59,23.45,5.36,30.46,79.77,Medium
193.86,83.25,3.62,77.72,31.92,Medium
396.65,75.83,5.62,62.61,66.99,Medium
101.59,42.33,2.38,40.43,71.19,Medium
253.48,34.21,7.58,55.79,27.59,Medium
108.5,14.37,4.97,39.75,2.14,Medium
166.46,89.26,4.55,69.01,9.25,Medium
224.27,27.65,2.33,33.95,29.6,Medium
242.29,47.86,0.29,69.02,34.68,Medium
106.04,77.44,2.04,80.6,38.29,Medium
44.21,52.51,2.52,49.1,85.86,Medium
